order_id,customer_id,product_id,order_date,quantity
501,99,1,2023-08-11 08:39:23.971834,3
502,6,42,2023-09-15 08:39:23.971834,4
503,21,23,2023-09-08 08:39:23.971834,2
504,32,18,2023-08-12 08:39:23.971834,2
505,99,43,2023-07-24 08:39:23.971834,3
506,24,5,2023-07-20 08:39:23.971834,3
507,20,5,2023-08-06 08:39:23.971834,4
508,86,19,2023-07-26 08:39:23.971834,4
509,48,6,2023-07-24 08:39:23.971834,2
510,7,15,2023-07-31 08:39:23.971834,3
511,69,11,2023-08-21 08:39:23.971834,1
512,74,30,2023-08-05 08:39:23.971834,2
513,25,20,2023-07-22 08:39:23.971834,4
514,48,35,2023-09-16 08:39:23.971834,3
515,33,4,2023-07-30 08:39:23.971834,2
516,75,9,2023-08-28 08:39:23.971834,1
517,91,27,2023-08-27 08:39:23.971834,1
518,92,19,2023-09-12 08:39:23.971834,3
519,17,5,2023-08-28 08:39:23.971834,2
520,99,8,2023-09-13 08:39:23.971834,1
521,23,43,2023-07-20 08:39:23.971834,1
522,29,30,2023-07-29 08:39:23.971834,2
523,29,36,2023-07-31 08:39:23.971834,4
524,79,16,2023-09-02 08:39:23.971834,1
525,90,47,2023-09-10 08:39:23.971834,1
526,6,46,2023-08-06 08:39:23.971834,1
527,67,4,2023-08-25 08:39:23.971834,1
528,36,4,2023-08-30 08:39:23.971834,1
529,76,7,2023-09-05 08:39:23.971834,3
530,52,3,2023-07-25 08:39:23.971834,4
531,78,38,2023-08-30 08:39:23.971834,1
532,100,25,2023-09-06 08:39:23.971834,1
533,57,36,2023-08-27 08:39:23.971834,2
534,96,4,2023-08-25 08:39:23.971834,2
535,95,8,2023-07-24 08:39:23.971834,3
536,6,28,2023-09-17 08:39:23.971834,3
537,30,3,2023-09-07 08:39:23.971834,4
538,92,49,2023-07-31 08:39:23.971834,4
539,54,8,2023-08-28 08:39:23.971834,1
540,66,11,2023-08-18 08:39:23.971834,2
541,62,46,2023-09-01 08:39:23.971834,4
542,27,49,2023-09-03 08:39:23.971834,1
543,29,6,2023-07-31 08:39:23.971834,2
544,40,41,2023-08-31 08:39:23.971834,3
545,98,23,2023-08-21 08:39:23.971834,1
546,48,44,2023-07-21 08:39:23.971834,1
547,33,2,2023-09-02 08:39:23.971834,3
548,5,7,2023-09-05 08:39:23.971834,2
549,55,29,2023-08-23 08:39:23.971834,3
550,1,6,2023-08-31 08:39:23.971834,1
551,12,41,2023-08-31 08:39:23.971834,4
552,52,11,2023-09-02 08:39:23.971834,2
553,100,8,2023-07-30 08:39:23.971834,1
554,69,30,2023-08-31 08:39:23.971834,3
555,27,37,2023-08-29 08:39:23.971834,2
556,16,19,2023-09-04 08:39:23.971834,1
557,93,48,2023-08-28 08:39:23.971834,2
558,17,3,2023-08-04 08:39:23.971834,4
559,71,42,2023-09-03 08:39:23.971834,4
560,96,30,2023-08-15 08:39:23.971834,4
561,3,33,2023-08-30 08:39:23.971834,2
562,18,50,2023-08-29 08:39:23.971834,4
563,66,26,2023-09-02 08:39:23.971834,2
564,33,37,2023-09-06 08:39:23.971834,2
565,98,20,2023-08-05 08:39:23.971834,3
566,39,33,2023-09-01 08:39:23.971834,1
567,69,28,2023-08-17 08:39:23.971834,4
568,95,27,2023-07-20 08:39:23.971834,1
569,5,29,2023-09-02 08:39:23.971834,1
570,80,46,2023-07-22 08:39:23.971834,3
571,22,24,2023-08-11 08:39:23.971834,4
572,11,19,2023-08-13 08:39:23.971834,1
573,17,6,2023-09-02 08:39:23.971834,2
574,3,2,2023-08-08 08:39:23.971834,1
575,47,22,2023-08-19 08:39:23.971834,2
576,62,35,2023-08-02 08:39:23.971834,2
577,47,2,2023-07-27 08:39:23.971834,2
578,33,30,2023-08-08 08:39:23.971834,3
579,24,46,2023-08-24 08:39:23.971834,4
580,62,35,2023-09-11 08:39:23.971834,1
581,2,15,2023-09-11 08:39:23.971834,3
582,37,43,2023-08-18 08:39:23.971834,4
583,90,31,2023-08-09 08:39:23.971834,2
584,9,10,2023-07-28 08:39:23.971834,4
585,48,28,2023-07-30 08:39:23.971834,1
586,92,8,2023-08-30 08:39:23.971834,3
587,1,13,2023-08-23 08:39:23.971834,3
588,36,30,2023-09-04 08:39:23.971834,2
589,27,37,2023-07-31 08:39:23.971834,2
590,63,39,2023-07-28 08:39:23.971834,2
591,53,29,2023-09-11 08:39:23.971834,1
592,23,50,2023-09-13 08:39:23.971834,4
593,32,22,2023-08-10 08:39:23.971834,3
594,2,24,2023-09-10 08:39:23.971834,2
595,94,38,2023-07-24 08:39:23.971834,3
596,4,21,2023-09-05 08:39:23.971834,2
597,4,14,2023-07-27 08:39:23.971834,4
598,99,46,2023-09-14 08:39:23.971834,3
599,37,41,2023-09-14 08:39:23.971834,4
600,43,42,2023-08-10 08:39:23.971834,2
601,21,2,2023-08-11 08:39:23.971834,3
602,6,9,2023-07-26 08:39:23.971834,1
603,89,40,2023-08-08 08:39:23.971834,1
604,84,45,2023-09-01 08:39:23.971834,1
605,55,10,2023-07-26 08:39:23.971834,4
606,4,50,2023-08-21 08:39:23.971834,4
607,84,18,2023-09-17 08:39:23.971834,2
608,24,50,2023-08-26 08:39:23.971834,2
609,49,26,2023-08-11 08:39:23.971834,3
610,95,24,2023-08-30 08:39:23.971834,3
611,31,41,2023-08-10 08:39:23.971834,4
612,90,11,2023-09-10 08:39:23.971834,1
613,8,27,2023-07-31 08:39:23.971834,2
614,43,14,2023-09-01 08:39:23.971834,2
615,13,32,2023-07-23 08:39:23.971834,4
616,5,22,2023-08-21 08:39:23.971834,4
617,28,34,2023-08-18 08:39:23.971834,2
618,77,46,2023-08-10 08:39:23.971834,4
619,75,2,2023-08-06 08:39:23.971834,2
620,44,33,2023-07-25 08:39:23.971834,1
621,54,44,2023-09-05 08:39:23.971834,2
622,11,7,2023-08-16 08:39:23.971834,2
623,44,35,2023-07-21 08:39:23.971834,1
624,7,31,2023-08-22 08:39:23.971834,1
625,72,47,2023-08-29 08:39:23.971834,3
626,1,27,2023-09-01 08:39:23.971834,1
627,52,39,2023-08-28 08:39:23.971834,4
628,35,37,2023-09-15 08:39:23.971834,3
629,97,18,2023-09-01 08:39:23.971834,1
630,24,49,2023-09-09 08:39:23.971834,1
631,65,13,2023-08-26 08:39:23.971834,2
632,72,48,2023-08-19 08:39:23.971834,2
633,31,40,2023-08-07 08:39:23.971834,4
634,19,49,2023-09-12 08:39:23.971834,1
635,33,49,2023-08-04 08:39:23.971834,2
636,3,26,2023-09-09 08:39:23.971834,4
637,39,1,2023-09-03 08:39:23.971834,3
638,13,39,2023-08-29 08:39:23.971834,1
639,65,31,2023-08-18 08:39:23.971834,3
640,73,42,2023-07-24 08:39:23.971834,1
641,4,48,2023-09-14 08:39:23.971834,1
642,14,37,2023-09-06 08:39:23.971834,1
643,91,39,2023-09-14 08:39:23.971834,1
644,4,29,2023-08-31 08:39:23.971834,1
645,71,43,2023-08-09 08:39:23.971834,4
646,7,24,2023-08-05 08:39:23.971834,2
647,21,16,2023-09-11 08:39:23.971834,3
648,59,39,2023-08-10 08:39:23.971834,1
649,3,39,2023-07-22 08:39:23.971834,2
650,86,23,2023-08-09 08:39:23.971834,1
651,48,49,2023-09-03 08:39:23.971834,1
652,53,8,2023-09-14 08:39:23.971834,3
653,59,38,2023-08-13 08:39:23.971834,1
654,83,3,2023-09-01 08:39:23.971834,4
655,81,14,2023-08-09 08:39:23.971834,3
656,58,21,2023-09-03 08:39:23.971834,4
657,44,47,2023-08-04 08:39:23.971834,1
658,34,30,2023-08-22 08:39:23.971834,2
659,70,33,2023-08-13 08:39:23.971834,4
660,94,20,2023-08-13 08:39:23.971834,1
661,80,45,2023-08-29 08:39:23.971834,4
662,90,45,2023-08-16 08:39:23.971834,2
663,25,23,2023-07-23 08:39:23.971834,2
664,61,23,2023-08-08 08:39:23.971834,2
665,65,45,2023-08-01 08:39:23.971834,2
666,62,38,2023-09-08 08:39:23.971834,1
667,78,35,2023-09-02 08:39:23.971834,1
668,13,39,2023-07-30 08:39:23.971834,2
669,71,22,2023-07-29 08:39:23.971834,4
670,50,29,2023-08-17 08:39:23.971834,2
671,4,49,2023-09-11 08:39:23.971834,3
672,33,35,2023-09-04 08:39:23.971834,1
673,50,2,2023-08-20 08:39:23.971834,3
674,100,46,2023-08-12 08:39:23.971834,4
675,14,47,2023-08-02 08:39:23.971834,2
676,76,18,2023-07-25 08:39:23.971834,3
677,18,35,2023-09-03 08:39:23.971834,3
678,69,44,2023-08-29 08:39:23.971834,2
679,88,14,2023-07-27 08:39:23.971834,3
680,48,18,2023-08-30 08:39:23.971834,3
681,75,32,2023-09-04 08:39:23.971834,1
682,39,22,2023-08-05 08:39:23.971834,2
683,49,35,2023-09-08 08:39:23.971834,1
684,37,46,2023-08-28 08:39:23.971834,1
685,94,2,2023-08-24 08:39:23.971834,2
686,26,6,2023-08-31 08:39:23.971834,3
687,36,48,2023-08-17 08:39:23.971834,2
688,72,39,2023-09-11 08:39:23.971834,2
689,65,32,2023-08-06 08:39:23.971834,2
690,65,29,2023-08-26 08:39:23.971834,2
691,9,39,2023-07-21 08:39:23.971834,3
692,68,49,2023-08-06 08:39:23.971834,1
693,7,5,2023-08-19 08:39:23.971834,3
694,8,38,2023-08-23 08:39:23.971834,4
695,52,8,2023-09-10 08:39:23.971834,1
696,78,4,2023-07-23 08:39:23.971834,2
697,83,22,2023-08-22 08:39:23.971834,3
698,18,22,2023-09-01 08:39:23.971834,2
699,4,27,2023-08-14 08:39:23.971834,2
700,9,3,2023-07-21 08:39:23.971834,2
701,48,29,2023-08-23 08:39:23.971834,3
702,44,48,2023-09-14 08:39:23.971834,4
703,62,33,2023-09-07 08:39:23.971834,2
704,4,38,2023-08-28 08:39:23.971834,1
705,45,34,2023-08-29 08:39:23.971834,4
706,76,36,2023-08-07 08:39:23.971834,2
707,50,33,2023-08-30 08:39:23.971834,3
708,51,40,2023-09-12 08:39:23.971834,4
709,11,18,2023-08-10 08:39:23.971834,3
710,44,10,2023-09-05 08:39:23.971834,2
711,80,36,2023-08-17 08:39:23.971834,1
712,92,45,2023-07-21 08:39:23.971834,2
713,63,23,2023-08-30 08:39:23.971834,3
714,100,6,2023-08-27 08:39:23.971834,2
715,83,23,2023-08-01 08:39:23.971834,2
716,63,10,2023-08-04 08:39:23.971834,4
717,36,2,2023-08-17 08:39:23.971834,3
718,86,44,2023-08-14 08:39:23.971834,4
719,29,6,2023-09-17 08:39:23.971834,3
720,60,43,2023-09-08 08:39:23.971834,3
721,98,5,2023-09-11 08:39:23.971834,3
722,90,8,2023-08-11 08:39:23.971834,4
723,75,20,2023-08-16 08:39:23.971834,4
724,2,39,2023-08-02 08:39:23.971834,4
725,22,14,2023-08-22 08:39:23.971834,1
726,26,12,2023-08-03 08:39:23.971834,2
727,11,24,2023-09-11 08:39:23.971834,3
728,42,39,2023-07-28 08:39:23.971834,3
729,14,12,2023-07-24 08:39:23.971834,2
730,52,41,2023-09-04 08:39:23.971834,1
731,67,32,2023-09-12 08:39:23.971834,3
732,83,4,2023-08-10 08:39:23.971834,3
733,85,3,2023-09-03 08:39:23.971834,4
734,8,8,2023-08-17 08:39:23.971834,1
735,41,3,2023-08-11 08:39:23.971834,4
736,57,26,2023-08-03 08:39:23.971834,1
737,86,47,2023-07-20 08:39:23.971834,3
738,38,6,2023-09-08 08:39:23.971834,4
739,47,17,2023-08-26 08:39:23.971834,3
740,84,9,2023-09-12 08:39:23.971834,3
741,91,18,2023-09-08 08:39:23.971834,4
742,56,29,2023-07-29 08:39:23.971834,2
743,7,15,2023-08-22 08:39:23.971834,3
744,1,7,2023-09-10 08:39:23.971834,1
745,9,14,2023-08-29 08:39:23.971834,1
746,86,29,2023-08-29 08:39:23.971834,1
747,38,4,2023-09-09 08:39:23.971834,3
748,68,45,2023-07-27 08:39:23.971834,3
749,47,39,2023-08-15 08:39:23.971834,4
750,42,48,2023-08-18 08:39:23.971834,1
751,93,5,2023-09-08 08:39:23.971834,2
752,64,1,2023-09-15 08:39:23.971834,4
753,58,12,2023-08-06 08:39:23.971834,3
754,40,39,2023-07-30 08:39:23.971834,4
755,66,7,2023-09-01 08:39:23.971834,1
756,52,21,2023-08-22 08:39:23.971834,2
757,62,7,2023-07-21 08:39:23.971834,1
758,70,17,2023-08-27 08:39:23.971834,3
759,59,1,2023-08-08 08:39:23.971834,2
760,92,4,2023-08-18 08:39:23.971834,2
761,96,6,2023-07-26 08:39:23.971834,3
762,41,48,2023-07-25 08:39:23.971834,4
763,74,40,2023-07-24 08:39:23.971834,3
764,54,17,2023-07-22 08:39:23.971834,3
765,8,26,2023-09-13 08:39:23.971834,4
766,100,31,2023-08-29 08:39:23.971834,2
767,48,28,2023-08-29 08:39:23.971834,1
768,70,12,2023-08-05 08:39:23.971834,1
769,42,41,2023-07-27 08:39:23.971834,1
770,29,1,2023-08-29 08:39:23.971834,3
771,86,34,2023-08-13 08:39:23.971834,3
772,12,26,2023-08-12 08:39:23.971834,1
773,4,15,2023-09-10 08:39:23.971834,3
774,19,49,2023-09-16 08:39:23.971834,4
775,36,35,2023-08-11 08:39:23.971834,3
776,47,41,2023-08-30 08:39:23.971834,1
777,18,44,2023-07-26 08:39:23.971834,1
778,28,39,2023-09-14 08:39:23.971834,3
779,55,20,2023-08-03 08:39:23.971834,2
780,74,43,2023-09-09 08:39:23.971834,3
781,20,35,2023-08-28 08:39:23.971834,2
782,72,39,2023-08-13 08:39:23.971834,4
783,72,22,2023-08-20 08:39:23.971834,4
784,44,21,2023-08-09 08:39:23.971834,2
785,45,27,2023-08-07 08:39:23.971834,2
786,47,36,2023-08-24 08:39:23.971834,2
787,35,28,2023-08-21 08:39:23.971834,2
788,34,4,2023-08-09 08:39:23.971834,4
789,75,26,2023-08-13 08:39:23.971834,4
790,70,8,2023-08-21 08:39:23.971834,3
791,93,5,2023-08-16 08:39:23.971834,1
792,47,5,2023-09-02 08:39:23.971834,2
793,33,10,2023-09-16 08:39:23.971834,2
794,84,5,2023-08-25 08:39:23.971834,2
795,40,34,2023-08-07 08:39:23.971834,3
796,31,50,2023-08-11 08:39:23.971834,1
797,96,11,2023-08-23 08:39:23.971834,2
798,48,24,2023-08-20 08:39:23.971834,2
799,2,49,2023-09-08 08:39:23.971834,3
800,33,33,2023-08-07 08:39:23.971834,2
801,64,14,2023-08-03 08:39:23.971834,1
802,46,22,2023-07-27 08:39:23.971834,1
803,56,29,2023-07-31 08:39:23.971834,2
804,65,24,2023-07-30 08:39:23.971834,3
805,86,49,2023-09-15 08:39:23.971834,1
806,23,6,2023-09-16 08:39:23.971834,3
807,28,3,2023-08-27 08:39:23.971834,1
808,6,1,2023-08-30 08:39:23.971834,4
809,36,10,2023-08-11 08:39:23.971834,1
810,36,8,2023-07-20 08:39:23.971834,2
811,68,30,2023-08-23 08:39:23.971834,1
812,29,22,2023-08-06 08:39:23.971834,2
813,92,17,2023-08-31 08:39:23.971834,1
814,10,15,2023-09-10 08:39:23.971834,1
815,44,20,2023-07-26 08:39:23.971834,1
816,4,38,2023-07-23 08:39:23.971834,2
817,12,27,2023-08-29 08:39:23.971834,4
818,52,13,2023-09-17 08:39:23.971834,1
819,87,16,2023-08-16 08:39:23.971834,4
820,5,20,2023-08-01 08:39:23.971834,1
821,30,19,2023-08-28 08:39:23.971834,3
822,61,43,2023-08-10 08:39:23.971834,3
823,45,3,2023-08-14 08:39:23.971834,1
824,3,17,2023-07-20 08:39:23.971834,2
825,95,12,2023-09-01 08:39:23.971834,3
826,70,36,2023-08-23 08:39:23.971834,2
827,48,10,2023-07-21 08:39:23.971834,1
828,77,10,2023-09-06 08:39:23.971834,3
829,18,31,2023-09-01 08:39:23.971834,4
830,80,23,2023-08-26 08:39:23.971834,2
831,57,43,2023-09-04 08:39:23.971834,2
832,42,21,2023-09-01 08:39:23.971834,3
833,25,42,2023-08-14 08:39:23.971834,1
834,86,20,2023-08-12 08:39:23.971834,1
835,4,5,2023-08-31 08:39:23.971834,4
836,61,47,2023-09-09 08:39:23.971834,3
837,47,16,2023-07-24 08:39:23.971834,2
838,32,34,2023-09-10 08:39:23.971834,3
839,71,1,2023-07-27 08:39:23.971834,4
840,52,48,2023-08-18 08:39:23.971834,3
841,98,16,2023-07-21 08:39:23.971834,3
842,48,14,2023-08-12 08:39:23.971834,4
843,12,10,2023-08-12 08:39:23.971834,1
844,63,50,2023-08-13 08:39:23.971834,1
845,9,43,2023-08-14 08:39:23.971834,2
846,63,11,2023-07-25 08:39:23.971834,3
847,4,50,2023-08-11 08:39:23.971834,4
848,56,40,2023-09-07 08:39:23.971834,4
849,55,35,2023-08-05 08:39:23.971834,3
850,42,40,2023-08-20 08:39:23.971834,3
851,55,49,2023-09-06 08:39:23.971834,4
852,26,45,2023-07-20 08:39:23.971834,4
853,7,45,2023-09-08 08:39:23.971834,3
854,72,43,2023-07-23 08:39:23.971834,1
855,64,2,2023-08-22 08:39:23.971834,1
856,94,9,2023-08-20 08:39:23.971834,2
857,70,1,2023-07-26 08:39:23.971834,2
858,39,12,2023-09-10 08:39:23.971834,4
859,68,27,2023-07-20 08:39:23.971834,3
860,8,31,2023-07-28 08:39:23.971834,2
861,44,44,2023-08-13 08:39:23.971834,3
862,24,43,2023-07-26 08:39:23.971834,1
863,89,20,2023-07-31 08:39:23.971834,1
864,30,22,2023-07-24 08:39:23.971834,1
865,52,48,2023-09-11 08:39:23.971834,2
866,18,2,2023-08-26 08:39:23.971834,3
867,57,19,2023-07-27 08:39:23.971834,2
868,44,29,2023-09-13 08:39:23.971834,4
869,34,12,2023-08-14 08:39:23.971834,3
870,49,50,2023-09-09 08:39:23.971834,4
871,79,40,2023-08-31 08:39:23.971834,2
872,43,10,2023-07-25 08:39:23.971834,1
873,81,25,2023-08-26 08:39:23.971834,2
874,2,5,2023-07-24 08:39:23.971834,1
875,54,27,2023-08-31 08:39:23.971834,3
876,65,44,2023-09-15 08:39:23.971834,1
877,57,22,2023-08-01 08:39:23.971834,2
878,16,15,2023-08-05 08:39:23.971834,3
879,81,30,2023-09-15 08:39:23.971834,2
880,73,2,2023-07-25 08:39:23.971834,4
881,21,15,2023-08-02 08:39:23.971834,2
882,62,1,2023-07-31 08:39:23.971834,2
883,64,16,2023-08-11 08:39:23.971834,1
884,55,34,2023-08-31 08:39:23.971834,3
885,44,33,2023-08-28 08:39:23.971834,2
886,26,38,2023-07-20 08:39:23.971834,4
887,1,6,2023-08-13 08:39:23.971834,1
888,50,31,2023-09-06 08:39:23.971834,2
889,40,42,2023-08-16 08:39:23.971834,3
890,3,48,2023-09-13 08:39:23.971834,1
891,71,10,2023-08-19 08:39:23.971834,2
892,4,8,2023-08-13 08:39:23.971834,2
893,31,31,2023-08-17 08:39:23.971834,1
894,14,22,2023-08-13 08:39:23.971834,3
895,21,31,2023-08-19 08:39:23.971834,4
896,76,42,2023-09-15 08:39:23.971834,3
897,12,9,2023-09-10 08:39:23.971834,4
898,6,2,2023-09-04 08:39:23.971834,3
899,17,46,2023-08-21 08:39:23.971834,1
900,78,22,2023-09-04 08:39:23.971834,4
901,63,9,2023-08-24 08:39:23.971834,1
902,9,46,2023-08-11 08:39:23.971834,2
903,28,50,2023-09-05 08:39:23.971834,1
904,7,1,2023-07-28 08:39:23.971834,4
905,43,28,2023-07-23 08:39:23.971834,2
906,5,49,2023-08-25 08:39:23.971834,4
907,16,26,2023-09-10 08:39:23.971834,4
908,61,30,2023-08-03 08:39:23.971834,1
909,1,8,2023-08-25 08:39:23.971834,3
910,40,27,2023-09-17 08:39:23.971834,3
911,38,32,2023-08-06 08:39:23.971834,1
912,7,15,2023-09-17 08:39:23.971834,1
913,94,20,2023-08-08 08:39:23.971834,3
914,59,9,2023-08-13 08:39:23.971834,3
915,26,40,2023-08-13 08:39:23.971834,1
916,77,30,2023-08-24 08:39:23.971834,3
917,65,24,2023-09-08 08:39:23.971834,1
918,63,14,2023-07-21 08:39:23.971834,1
919,53,41,2023-08-01 08:39:23.971834,1
920,51,2,2023-08-09 08:39:23.971834,1
921,50,26,2023-07-27 08:39:23.971834,1
922,29,25,2023-08-11 08:39:23.971834,1
923,72,31,2023-09-02 08:39:23.971834,2
924,66,42,2023-09-14 08:39:23.971834,1
925,51,17,2023-08-04 08:39:23.971834,1
926,8,12,2023-08-21 08:39:23.971834,2
927,27,40,2023-08-22 08:39:23.971834,3
928,41,8,2023-08-02 08:39:23.971834,1
929,62,39,2023-07-21 08:39:23.971834,1
930,49,22,2023-07-23 08:39:23.971834,2
931,23,25,2023-08-28 08:39:23.971834,3
932,15,38,2023-09-14 08:39:23.971834,1
933,64,44,2023-08-25 08:39:23.971834,1
934,96,37,2023-08-27 08:39:23.971834,4
935,86,33,2023-08-16 08:39:23.971834,2
936,53,10,2023-09-16 08:39:23.971834,3
937,8,50,2023-08-23 08:39:23.971834,3
938,37,41,2023-09-03 08:39:23.971834,3
939,81,17,2023-08-27 08:39:23.971834,4
940,71,36,2023-09-05 08:39:23.971834,3
941,21,4,2023-08-14 08:39:23.971834,2
942,39,40,2023-08-05 08:39:23.971834,2
943,5,38,2023-09-06 08:39:23.971834,1
944,17,4,2023-09-08 08:39:23.971834,1
945,99,41,2023-07-29 08:39:23.971834,2
946,57,36,2023-08-14 08:39:23.971834,3
947,15,2,2023-07-20 08:39:23.971834,1
948,16,4,2023-08-04 08:39:23.971834,1
949,89,12,2023-09-11 08:39:23.971834,3
950,15,4,2023-08-05 08:39:23.971834,1
951,11,47,2023-08-31 08:39:23.971834,2
952,5,13,2023-08-25 08:39:23.971834,4
953,85,33,2023-07-27 08:39:23.971834,4
954,53,40,2023-08-12 08:39:23.971834,2
955,76,1,2023-09-07 08:39:23.971834,1
956,54,48,2023-08-29 08:39:23.971834,2
957,94,24,2023-08-27 08:39:23.971834,1
958,68,8,2023-09-03 08:39:23.971834,1
959,45,2,2023-08-26 08:39:23.971834,2
960,91,35,2023-09-07 08:39:23.971834,2
961,92,14,2023-08-26 08:39:23.971834,2
962,3,31,2023-07-24 08:39:23.971834,4
963,61,22,2023-08-23 08:39:23.971834,4
964,67,18,2023-08-11 08:39:23.971834,1
965,24,24,2023-09-16 08:39:23.971834,2
966,29,36,2023-09-07 08:39:23.971834,3
967,54,34,2023-08-19 08:39:23.971834,1
968,19,7,2023-09-17 08:39:23.971834,1
969,60,25,2023-08-22 08:39:23.971834,4
970,66,35,2023-08-16 08:39:23.971834,3
971,69,41,2023-07-27 08:39:23.971834,3
972,37,39,2023-08-02 08:39:23.971834,4
973,82,10,2023-08-14 08:39:23.971834,1
974,25,25,2023-08-26 08:39:23.971834,4
975,90,30,2023-08-20 08:39:23.971834,3
976,77,6,2023-08-25 08:39:23.971834,4
977,35,49,2023-09-16 08:39:23.971834,2
978,86,49,2023-09-07 08:39:23.971834,2
979,57,26,2023-09-05 08:39:23.971834,1
980,64,5,2023-09-11 08:39:23.971834,1
981,74,47,2023-08-28 08:39:23.971834,4
982,37,39,2023-07-28 08:39:23.971834,2
983,42,1,2023-08-07 08:39:23.971834,1
984,7,15,2023-08-09 08:39:23.971834,2
985,18,10,2023-08-14 08:39:23.971834,4
986,32,37,2023-08-28 08:39:23.971834,3
987,7,48,2023-08-18 08:39:23.971834,3
988,51,29,2023-07-22 08:39:23.971834,3
989,17,16,2023-08-29 08:39:23.971834,1
990,31,3,2023-09-08 08:39:23.971834,3
991,29,37,2023-08-06 08:39:23.971834,2
992,76,8,2023-08-29 08:39:23.971834,4
993,33,18,2023-08-28 08:39:23.971834,2
994,90,32,2023-08-22 08:39:23.971834,2
995,39,44,2023-07-23 08:39:23.971834,4
996,30,42,2023-08-15 08:39:23.971834,4
997,3,16,2023-09-11 08:39:23.971834,2
998,84,29,2023-09-05 08:39:23.971834,2
999,77,43,2023-08-13 08:39:23.971834,4
1000,19,32,2023-09-07 08:39:23.971834,3
